source_site,family,action,destination,h1,title,meta_description,text_length,url
nasevitaminy.cz,category_or_listing,move_to_veterina_shop,dedicated VITAR Veterina e-shop / domain TBD,Pro zvířecí mazlíčky,Pro Vaše zvířecí miláčky,,695,https://www.nasevitaminy.cz/homepage/pro-zvireci-mazlicky
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revitalon,Revitalon,Komplexní program pro krásné a silné vlasy,"Revitalon představuje komplexní program pro krásné a silné vlasy čítající doplněk stravy ve formě kapslí a vlasovou kosmetiku (kofeinový šampon, vlasové sérum). Revitalon je jednou z tradičních značek české společnosti VITAR.",916,https://www.nasevitaminy.cz/znacky/revitalon
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/irbis,Irbis,Redukuje cukr ve vašem jídelníčku,"Produkty pod značkou Irbis jsou moderní stolní sladidla nabízející řešení všem, kteří hledají cestu k redukci cukru v jídelníčku. Jedná se totiž o řadu sladidel nové generace vhodných pro redukční dietu nebo osoby omezující cukr ve své stravě. DÁREK: Brožura plná skvělých receptů k nákupu sladidel",975,https://www.nasevitaminy.cz/znacky/irbis
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/energit,Energit,Legendární vitaminové a energetické tablety,Energit je tradiční značka vitaminových a energetických tablet v legendárních plechových krabičkách. Pod značkou Energit jsou vyráběny i čtyři příchutě hroznového cukru obohaceného o vitaminy pro rychlé doplnění energie.,1210,https://www.nasevitaminy.cz/znacky/energit
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/predator,Predator,Nedá šanci dotěrnému hmyzu,"Predator je jedničkou mezi repelenty v českých lékárnách. Značka Predator se řadí ke špičce moderních ochranných prostředků proti dotěrnému a nebezpečnému lezoucímu i létajícímu hmyzu, jako jsou například komáři, klíšťata, vši, moli nebo mouchy, a nabízí tak účinnou ochranu i před případnou nákazou,",1584,https://www.nasevitaminy.cz/znacky/predator
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/imunita-nachlazeni,"Imunita, obranyschopnost","Imunita, obranyschopnost","Obranyschopnost organizmu závisí na imunitním systému, který můžeme posilovat celou řadou vitaminů, minerálních látek nebo bylinných extraktů. Z mnoha forem a chutí si v našem sortimentu určitě vyberete a pomoc našich doplňků stravy rozhodně oceníte zejména během rizikových období.",1640,https://www.nasevitaminy.cz/produkty/imunita-nachlazeni
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/capri-sun,Capri-Sun,Svěží chuť zábavy,"Oblíbená pitíčka Capri-Sun se postarají o pitný režim nejen dětí, ale i dospělých, a to bez chemických konzervantů, syntetických barviv a umělých aromat. Naopak nechybí výborná chuť, ovocná složka a originální obal.",1374,https://www.nasevitaminy.cz/znacky/capri-sun
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/pro-deti,Pro děti a školáky,Pro děti a školáky,Doplňky stravy určené pro děti a školáky a specifické potřeby jejich organizmu. Součástí nabídky jsou i oblíbená dětská pitíčka Capri-Sun nebo repelenty Predator.,1373,https://www.nasevitaminy.cz/produkty/pro-deti
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vyprostovak,Vyprošťovák,Postaví vás na nohy,"Vyprošťovák pomáhá po nadměrné konzumaci jídla, kávy a alkoholu. Snižuje kyselost žaludečních šťáv a doplňuje tekutiny při trávení těžko stravitelných jídel.",403,https://www.nasevitaminy.cz/znacky/vyprostovak
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/pamet-koncentrace,"Paměť, koncentrace","Paměť, koncentrace","Dobrou paměť a koncentraci potřebují jak lidé starší, u kterých dochází ke změnám ve schopnosti pamatovat si věci, tak ti mladší, kteří si potřebují pamatovat a koncentrovat se například ve škole nebo v práci. Pro všechny máme doplňky stravy, které s pamětí a koncentrací pomáhají.",1173,https://www.nasevitaminy.cz/produkty/pamet-koncentrace
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/ovoce,OvoCé - Osvěží celou rodinu,Osvěží celou rodinu,"OvoCé je nápoj pro celou rodinu a pro každou příležitost. Snadná a rychlá příprava, výborná a osvěžující chuť. Obsahuje 150 % doporučené denní dávky vitaminu C, E, D a zinku. Bez konzervantů, laktózy a lepku.",504,https://www.nasevitaminy.cz/znacky/ovoce
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/zrak,Zrak,Zrak,"Zrak je jedním z nejdůležitějších, ale také nejnamáhanějších smyslů. Pomozte mu vhodnými doplňky stravy s účinnými látkami pro vaše oči.",591,https://www.nasevitaminy.cz/produkty/zrak
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/emve,eMVe,Vitaminy bez obalu,"Vitaminy a minerální látky eMVe nabízí kvalitní doplňky stravy, které přispívají ke správnému fungování imunitního systému. Nabízí alternativu v základních doplňcích i zákazníkovi, který musí řešit finanční otázku a chce se zároveň postarat o své zdraví.",900,https://www.nasevitaminy.cz/znacky/emve
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/pitny-rezim,Pitný režim,Pitný režim,"Pít musí každý, naše tělo vodu nutně potřebuje. Děti milují pitíčka Capri-Sun s obsahem ovocné šťávy bez konzervantů a barviv, váš pitný režim zase můžete obohatit vitaminy a minerálními látkami díky šumivým tabletám Maxi Vita a Revital nebo instantním nápojům OvoCé.",1520,https://www.nasevitaminy.cz/produkty/pitny-rezim
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar,Vitar,Vitaminy pro celou rodinu,Je důležité být zdravý a vést zdravější život. Vitar je tradiční česká značka kvalitních vitaminových doplňků stravy s komplexním složením. Nová řada Vitar EKO navíc klade důraz na dlouhodobou udržitelnost a nabízí vitaminy v ekologických obalech. Vitaminy řady Vitar Kids jsou zase speciálně,1893,https://www.nasevitaminy.cz/znacky/vitar
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/vzhled-stihla-linie,"Vzhled, štíhlá linie","Vzhled, štíhlá linie","Beta-karoten pro vaši pokožku, moderní sladidla Irbis pro redukční dietu, komplexní péče o vlasy Revitalon. To vše patří mezi doplňky stravy, které nabízíme těm, kteří dbají o svůj vzhled. Pomoci může i naše vazelína v lékárenské kvalitě nebo další vitaminové doplňky.",1640,https://www.nasevitaminy.cz/produkty/vzhled-stihla-linie
nasevitaminy.cz,brand_landing,move_to_veterina_shop,dedicated VITAR Veterina e-shop / domain TBD,Vitar Veterinae,Pro vaše zvířecí miláčky,"Dceřiná společnost VITAR Veterinae nabízí veterinárními přípravky pro vaše zvířecí miláčky čítající preparáty na klouby a zuby, vitaminy a minerály nebo antiparazitální přípravky a šampony.",1278,https://www.nasevitaminy.cz/znacky/veterinae
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/stres-unava-doplneni-energie,"Stres, únava, doplnění energie","Stres, únava, doplnění energie","Existuje řada vitaminů a minerálů, které pomáhají zmírnit únavu a vyčerpání (hořčík, vitamin C, B-komplex), další doplňky stravy pak pomohou přímo s doplněním energie díky obsahu rychlých cukrů, například hroznový cukr, který potěší třeba sportovce.",1570,https://www.nasevitaminy.cz/produkty/stres-unava-doplneni-energie
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/srdce-krevni-obeh,"Srdce, krevní oběh","Srdce, krevní oběh","Srdce a kardiovaskulární systém jsou pro naši existenci klíčové. Starat se o ně můžeme i prostřednictvím vitaminů a minerálů, které přispívají ke správné srdeční činnosti (například omega 3) nebo k tvorbě červených krvinek a červeného krevního barviva (železo, kyselina listová).",1544,https://www.nasevitaminy.cz/produkty/srdce-krevni-obeh
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/detoxikace-odkyseleni-traveni,"Detoxikace, odkyselení, trávení","Detoxikace, odkyselení, trávení","Očista neboli detoxikace zbavuje tělo škodlivých látek. Mezi osvědčené pomocníky patří rostlinné extrakty, například ostropestřec mariánský, chlorella nebo aloe vera. Díky našim doplňkům stravy můžete také odkyselit organizmus nebo mu pomoci po nadměrné konzumaci jídla a alkoholu díky Vyprošťováku.",1531,https://www.nasevitaminy.cz/produkty/detoxikace-odkyseleni-traveni
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/mocove-cesty-intimni-zdravi,"Močové cesty, intimní zdraví","Močové cesty, intimní zdraví","Vyzkoušejte doplňky stravy s obsahem látek, které dle tradiční medicíny mohou příznivě působit na ledviny, močový měchýř a močovou trubici, jako je například bříza bělokorá nebo brusinky obsažené v našich produktech.",738,https://www.nasevitaminy.cz/produkty/mocove-cesty-intimni-zdravi
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/pohybovy-aparat,Pohybový aparát,Pohybový aparát,"Aby nás pohyb opravdu těšil, je třeba myslet i na zvýšené potřeby našeho těla. Týká se to jak dostatečného příjmu energie (živiny), tak vitaminů a minerálních látek. Snadný způsob pokrytí těchto potřeb představují naše doplňky stravy včetně kvalitní kloubní výživy.",1540,https://www.nasevitaminy.cz/produkty/pohybovy-aparat
nasevitaminy.cz,category_or_listing,move_to_veterina_shop,dedicated VITAR Veterina e-shop / domain TBD,Pro zvířata,Pro zvířata,"Také zvířata potřebují dostatek vitaminů, minerálů a dalších důležitých látek, aby jejich organizmus správně fungoval. Doplnit je mohou kvalitními veterinárními přípravky VITAR Veterinae.",1301,https://www.nasevitaminy.cz/produkty/pro-zvirata
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/ochrana-pred-komary-klistaty-a-parazity,"Ochrana před komáry, klíšťaty a parazity","Ochrana před komáry, klíšťaty a parazity","V oblasti ochranných prostředků proti dotěrnému a nebezpečnému lezoucímu i létajícímu hmyzu, jako jsou například komáři, klíšťata, vši, moli nebo mouchy, nabízíme osvědčené repelenty Predator, které jsou jedničkou v českých a slovenských lékárnách.",1405,https://www.nasevitaminy.cz/produkty/ochrana-pred-komary-klistaty-a-parazity
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/horcik,Hořčík,magnezium,"Podpořte činnost svých svalů i nervové soustavy příjmem hořčíku, který navíc snižujte míru únavy a vyčerpání. Vybírat můžete z mnoha výrobků naší výroby s různými variantami užívání - od šumivých tablet až po veganské kapsle.",1452,https://www.nasevitaminy.cz/produkty/horcik
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/beta-karoten,Beta-karoten,Beta-karoten,Opalování,455,https://www.nasevitaminy.cz/produkty/beta-karoten
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/bylinne-elixiry,Maxi Vita Bylinné elixíry,Maxi Vita Bylinné elixíry,"Maxi Vita Bylinné elixíry nabízejí devět pečlivě namíchaných receptur vycházejících z lidového léčitelství. Na výběr tak máte elixíry pro děti i dospělé s obsahem přírodních extraktů z lípy, divizny, jitrocele, mateřídoušky a dalších rostlin. U každého snadno poznáte, s jakými obtížemi vám pomůže.",1302,https://www.nasevitaminy.cz/znacky/maxivita/bylinne-elixiry
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/irbis/aspartam,Irbis Aspartam,Irbis Aspartam,"Aspartam je nízkokalorické sladidlo, které je přibližně 200krát sladší než sacharóza. Irbis Aspartam je přitom chuťově blízký cukru a je dostupný ve formě tablet a prášku.",477,https://www.nasevitaminy.cz/znacky/irbis/aspartam
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/energit/dextroza,Energit Dextróza,Energit Dextróza,Energetické tablety pro rychlé doplnění energie v praktickém balení do kapsy i do kabelky. Energit Dextróza sport vám dokáže rychle dodat energii i potřebné vitaminy a minerální látky.,256,https://www.nasevitaminy.cz/znacky/energit/dextroza
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/predator/repelent,Predator Repelent,Predator Repelent,Repelenty Predator jsou nejprodávanějšími repelenty v českých a slovenských lékárnách podle dat IMS. Nabízené portfolio čítá několik druhů účinných produktů s dlouhou dobou působení. Repelenty Predator jsou testovány v extrémních podmínkách záplavových oblastí lužních lesů.,1431,https://www.nasevitaminy.cz/znacky/predator/repelent
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revitalon/forte,Revitalon Forte,Revitalon Forte,"Revitalon Forte představuje účinný doplněk stravy pro zdravé a silné vlasy. Extra silné složení nabízí 18 účinných látek v každé kapsli, které vyživují vlasy přímo od kořínků.",603,https://www.nasevitaminy.cz/znacky/revitalon/forte
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revital/sumive-tablety,Revital šumivé tablety,Revital šumivé tablety,"Šumivé tablety s vitaminy, minerálními látkami a rostlinnými extrakty představují pohodlnou a chutnou cestu k doplňování životně důležitých látek. Forma nápoje navíc obohatí pitný režim, který je potřeba dodržovat z hlediska zdraví a vitality organizmu.",1380,https://www.nasevitaminy.cz/znacky/revital/sumive-tablety
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/capri-sun/02,"Capri-Sun 0,2 l","Capri-Sun 0,2 l","Tradiční sáček o objemu 0,2 litru nabízí 7 různých příchutí od jablka, pomeranče či multivitaminu po originální a hravé mixy ovoce - Mystic Dragon, Super Kids, Red Fruits a Safari Fruits. Děti brčka milují a věřte, že si pitíčka vychutnají do poslední kapky!",896,https://www.nasevitaminy.cz/znacky/capri-sun/02
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/vitar-eko,Vitar EKO,Pro budoucnost nás i přírody,"Nová řada vitaminů v ekologicky šetrných obalech. Produkty řady Vitar EKO Friendly jsou baleny tak, aby zanechávaly co nejmenší uhlíkovou stopu a šetřily tak naši planetu při výrobě i po následné spotřebě. Krabička je vyrobena ze 100% recyklovatelného materiálu s použitím ekologicky šetrných barev.",1601,https://www.nasevitaminy.cz/znacky/vitar/vitar-eko
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/vitar-kids,Vitar Kids,Vitar Kids – vitaminy pro děti a školáky,"Vitaminy Vitar Kids jsou speciálně vyvinuté pro školáky a potřeby jejich organizmu. Pomáhají řešit slabá místa ve výživě školáků doplňováním důležitých látek, jakými jsou vitaminy, minerální látky, omega 3 mastné kyseliny, kolostrum a další.",1084,https://www.nasevitaminy.cz/znacky/vitar/vitar-kids
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/horke-napoje,Maxi Vita Horké nápoje,Maxi Vita Horké nápoje,"Maxi Vita Horké nápoje zahřejí a dodají tělu vitamin C a zinek – látky, které podporují imunitu a chrání organismus před oxidačním stresem, tedy škodlivému působení volných radikálů. Každý ze tří druhů pak obsahuje také specifické rostlinné extrakty, které dokážou pomoci.",572,https://www.nasevitaminy.cz/znacky/maxivita/horke-napoje
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/irbis/stevie,Irbis Stévie,Irbis Stévie,"Velmi populární přírodní sladidlo získané z rostliny stévie. Jedna tableta Irbis Stévie osladí jako jedna kostka cukru, přitom je bez kalorií. Navíc je teplotně stabilní, hodí se tak i na vaření a pečení. Předností sladidla Irbis Stévie je výborná chuť, kterou si zamilujete, chcete-li omezit či",561,https://www.nasevitaminy.cz/znacky/irbis/stevie
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/energit/krabicka,Energit v plechu,Energit v plechu,"Vitaminové a energetické tablety v legendárních plechových krabičkách představují snadno rozpustné osvěžující tablety s lahodnou ovocnou chutí, které jsou na trhu už od roku 1995 a dnes nabízejí inovovanou recepturu bez obsahu cukru v šesti řadách.",949,https://www.nasevitaminy.cz/znacky/energit/krabicka
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/predator/parazit,Predator Parazit,Predator Parazit,"Predator Parazit nabízí účinné prostředky při výskytu parazitů ve vlasech. Sérum dokonale vyčistí vlasy, šampon slouží k dokonalému vymytí séra a zároveň udržuje vlasy v čistotě a dobré kondici. K prevenci je možné využít Predator Repelent Junior.",749,https://www.nasevitaminy.cz/znacky/predator/parazit
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revitalon/kosmetika,Revitalon kosmetika,Revitalon kosmetika,Vlasová kosmetika Revitalon se postará o vnější péči o vaše vlasy prostřednictvím dvou účinných produktů. Podpoříte tak růst i vzhled vašich vlasů.,393,https://www.nasevitaminy.cz/znacky/revitalon/kosmetika
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revital/tablety,Revital tablety,Revital tablety,"Tablety patří mezi klasické formy doplňků stravy, které nabízí i Revital - tradiční značka vitaminů z lékáren. Kromě vitaminu C se zinkem a přírodními extrakty je v nabídce také komplexní Super beta-karoten pro zdravé a krásné opálení nebo vhodná kombinace minerálních látek vápník-hořčík-zinek.",367,https://www.nasevitaminy.cz/znacky/revital/tablety
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/capri-sun/033,"Capri-Sun 0,33 l","Capri-Sun 0,33 l","Užijte si ještě více zábavy a osvěžení s Capri-Sun o objemu 0,33 litru. Díky šroubovacímu uzávěru se můžete napít, pitíčko zase sbalit do tašky nebo kapsy a pokračovat dál! Vybírat můžete ze 3 příchutí.",508,https://www.nasevitaminy.cz/znacky/capri-sun/033
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/irbis/sukraloza,Irbis Sukralóza,Irbis Sukralóza,"Sukralóza je sladidlo asi 600krát sladší než cukr, ale vzhledem k tomu, že se v lidském těle nemetabolizuje, nedodává žádné kalorie. Sukralóza je velmi stabilní a zachovává si svoji sladivost i při vysokých teplotách. Irbis Sukralóza je dostupná v tabletách.",382,https://www.nasevitaminy.cz/znacky/irbis/sukraloza
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revital/kapsle,Revital kapsle,Revital kapsle,"Doplňky stravy Revital ve formě kapslí obsahují práškové směsi vitaminů, minerálních látek či přírodních extraktů, nebo oleje s omega 3 a koenzymem Q10.",224,https://www.nasevitaminy.cz/znacky/revital/kapsle
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/horcik,Vitar Hořčík,Vitar Hořčík,,470,https://www.nasevitaminy.cz/znacky/vitar/horcik
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/capri-sun/limitovana-edice,Limitovaná edice,Limitovaná edice,"Vychutnejte si oblíbená pitíčka Capri-Sun v limitované FANTASY edici! Ale pospěšte, protože brzy může být pryč... Speciální design sáčků najdete u příchutí pomeranč a multivitamin, na jejichž obalech jsou rytíři, piráti, princezny i další pohádkové postavy. Limitovaná edice bude dostupná jen do",900,https://www.nasevitaminy.cz/znacky/capri-sun/limitovana-edice
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/irbis/sacharin,Irbis Sacharin,Irbis Sacharin,"Sacharin patří mezi nejpoužívanější nízkoenergetická sladidla. Irbis Sacharin je vhodný pro slazení kávy, čajů a všech studených i teplých nápojů. Jedna tableta osladí jako jedna kostka cukru, ale o 98 % méně kaloricky. K dostání je v tabletách i sypké formě s fruktózou.",343,https://www.nasevitaminy.cz/znacky/irbis/sacharin
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/sumive-tablety,Maxi Vita šumivé tablety,Maxi Vita šumivé tablety,"Šumivé tablety s vitaminy, minerálními látkami a rostlinnými extrakty představují pohodlnou a chutnou cestu k doplňování životně důležitých látek. Forma nápoje navíc obohatí pitný režim, který je potřeba dodržovat z hlediska zdraví a vitality organizmu.",1645,https://www.nasevitaminy.cz/znacky/maxivita/sumive-tablety
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/koenzym-q10,Koenzym Q10,Koenzym Q10,"Doplňujte koezym Q10 pomocí doplňků stravy Vitar - na výběr máte ze 30, 60 a 100 mg koenzymu v kapsli. Koenzym se podílí na tvorbě energie v organizmu a je tak velmi důležitým prvkem, jehož produkce v těle však například s přibývajícím věkem klesá.",533,https://www.nasevitaminy.cz/znacky/vitar/koenzym-q10
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/polykaci,Vitar polykací,Vitar polykací,"Je důležité být zdravý a vést zdravější život. Vitar je tradiční česká značka kvalitních vitaminových doplňků stravy s komplexním složením. Vyberte si z nabídky polykacích tablet a kapslí s vysokým obsahem vitaminů, minerálních látek a dalších účinných látek.",1709,https://www.nasevitaminy.cz/znacky/vitar/polykaci
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/stick-pack,Maxi Vita stick packy,Maxi Vita stick packy,"Moderní doplňky stravy v praktických jednorázových sáčcích, které umožňují vysoce komfortní užívání bez nutnosti zapíjení. Aktivní látky jsou pro organizmus lépe vstřebatelné, s rychlejším nástupem účinku.",775,https://www.nasevitaminy.cz/znacky/maxivita/stick-pack
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/kids,Maxi Vita Kids,Maxi Vita Kids,"Vitaminové přípravky vyvinuté speciálně pro děti. Dětské vitaminy Maxi Vita Kids nabízejí složení odpovídající potřebám dětského organizmu s účinnými látkami, které děti při svém vývinu potřebují.",791,https://www.nasevitaminy.cz/znacky/maxivita/kids
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/exclusive,Maxi Vita Exclusive,Maxi Vita Exclusive,"Exkluzivní řada doplňků stravy od oblíbené Maxi Vity, s jejímž produkty se setkáte v obchodních řetězcích a drogeriích. Doplňky stravy vynikající svým složením a obsahem účinných látek.",1472,https://www.nasevitaminy.cz/znacky/maxivita/exclusive
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/septangin,Maxi Vita SeptAngin,Maxi Vita SeptAngin,"Zklidněte podráždění krku a horních cest dýchacích pomocí pastilek, které usnadňují dýchání. S obsahem přírodních extraktů a příjemnou osvěžující chutí.",472,https://www.nasevitaminy.cz/znacky/maxivita/septangin
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/tablety,Maxi Vita tablety,Maxi Vita tablety,"Tablety patří mezi klasické formy doplňků stravy, které nabízí i známá značka z vašich obchodů MaxiVita. Vybírat můžete z mnoha doplňků stravy základní, prémiové i exkluzivní řady.",1327,https://www.nasevitaminy.cz/znacky/maxivita/tablety
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/kapsle,Maxi Vita kapsle,Maxi Vita kapsle,"Doplňky stravy Maxi Vita ve formě kapslí obsahují práškové směsi vitaminů a minerálních látek, nebo oleje (například rybí olej s omega 3 mastnými kyselinami).",1221,https://www.nasevitaminy.cz/znacky/maxivita/kapsle
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/pro-tatinka,Vánoční dárky pro tatínka,Vánoční dárky pro tatínka,,1117,https://www.nasevitaminy.cz/znacky/maxivita/pro-tatinka
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/pro-babi-a-dedu,Vánoční dárky pro babičku a dědu,Vánoční dárky pro babičku a dědu,,1139,https://www.nasevitaminy.cz/znacky/maxivita/pro-babi-a-dedu
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/pro-deti,Vánoční dárky pro děti,Vánoční dárky pro děti,,309,https://www.nasevitaminy.cz/znacky/maxivita/pro-deti
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/pro-teenagery,Vánoční dárky pro teenagery,Vánoční dárky pro teenagery,pro-teenagery,1153,https://www.nasevitaminy.cz/znacky/maxivita/pro-teenagery
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/beauty,Maxi Vita Beauty,Maxi Vita Beauty,"Řada doplňků stravy Maxi Vita Beauty slibuje pomoc v péči o vzhled a krásu. Nabízí výborné složení výrobků za dostupnou cenu a přichází se zcela novými účinnými látkami z přírodních zdrojů. Objevují se v nich fytonutrienty z ovoce a zeleniny, extrakty z mineralizovaných mořských řas s obsahem",665,https://www.nasevitaminy.cz/znacky/maxivita/beauty
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/ocista-organizmu,Očista organizmu,Očista organizmu,"Očista neboli detoxikace zbavuje tělo škodlivých látek, pomůže načerpat energii a zabojovat s únavou. Mezi osvědčené pomocníky patří rostlinné extrakty, například ostropestřec mariánský, který přispívá k normálnímu trávení a činnosti jater. Správné fungování střevní mikroflóry doporučujeme podpořit",1479,https://www.nasevitaminy.cz/znacky/maxivita/ocista-organizmu
nasevitaminy.cz,other_content,manual_review,TBD,MaxiVita,MaxiVita,Podzimní novinky od MaxiVity,1133,https://www.nasevitaminy.cz/novinky/maxivita
nasevitaminy.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/kloubni-vyziva,Kloubní výživa,Kloubní výživa,,1159,https://www.nasevitaminy.cz/produkty/kloubni-vyziva
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/beta-karoten,Vitar Beta-karoten,Vitar Beta-karoten,"Beta-karoten má příznivý vliv na kvalitu a vzhled pokožky, které pomáhá získat a udržet krásnou barvu po pobytu na slunci. Vitar Super beta-karoten vyniká komplexním složením 7 aktivních látek pro krásné bronzové opálení s dlouhotrvajícím efektem.",388,https://www.nasevitaminy.cz/znacky/vitar/beta-karoten
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/pro-maminku,Vánoční dárky pro maminku,Vánoční dárky pro maminku,,1148,https://www.nasevitaminy.cz/znacky/maxivita/pro-maminku
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/vase-zdravi,Maxi Vita Vaše zdraví,Maxi Vita Vaše zdraví,Maxi Vita je česká značka široce dostupných vitaminových doplňků a jedničkou na trhu ve světě doplňků stravy nabízených v obchodních řetězcích a drogeriích. Řada Vaše zdraví nabízí širokou škálu doplňků stravy s obsahem vitaminů a minerálních látek v různých formách užívání (polykací tablety či,1571,https://www.nasevitaminy.cz/znacky/maxivita/vase-zdravi
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/premium,Maxi Vita Premium,Maxi Vita Premium,Řada vitaminových doplňků značky Maxi Vita se zvýšeným obsahem účinných látek. Maxi Vita je česká značka široce dostupných vitaminových doplňků a jedničkou na trhu ve světě doplňků stravy nabízených v obchodních řetězcích a drogeriích.,999,https://www.nasevitaminy.cz/znacky/maxivita/premium
nasevitaminy.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/herbal,Maxi Vita Herbal,Maxi Vita Herbal,Řada vitaminových doplňků značky Maxi Vita obohacená o rostlinné extrakty nejen z bylinek. Maxi Vita je česká značka široce dostupných vitaminových doplňků a jedničkou na trhu ve světě doplňků stravy nabízených v obchodních řetězcích a drogeriích.,1408,https://www.nasevitaminy.cz/znacky/maxivita/herbal
